Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Year from,Year to,Highlighted,Name,Description
Consultant AI Engineer,int:Debra Gardner,int:Senior AI Engineer,debra.gardner@mail.test,debragardner,ext_f81d901a,f81d901a,cv_f81d901a,859-991-0229x0147,+1-976-643-8156x149,1996,AI/ML,Australia,British,e1b0cb8b,167de25d,2024-11-04,2025-06-06,2022,2023,False,Consultant AI Engineer,Progression based on delivery impact.
Senior AI Engineer,int:Debra Gardner,int:Senior AI Engineer,debra.gardner@mail.test,debragardner,ext_f81d901a,f81d901a,cv_f81d901a,859-991-0229x0147,+1-976-643-8156x149,1996,AI/ML,Australia,British,5eb9f22c,871483db,2024-06-12,2024-02-24,2023,2024,False,Senior AI Engineer,Progression based on delivery impact.
Associate Backend Engineer,int:Jeffrey Lawrence,int:Associate Backend Engineer,jeffrey.lawrence@example.org,jeffreylawrence,ext_27b5fdea,27b5fdea,cv_27b5fdea,4366900343,751-307-6226x8388,2001,Software Engineering,United Kingdom,Danish,0168b5c0,e0a6b4e8,2025-09-16,2024-08-07,2016,2017,False,Associate Backend Engineer,Progression based on delivery impact.
Associate Data Scientist,int:Lisa Smith,int:Associate Data Scientist,lisa.smith@example.org,lisasmith,ext_8eaaedc9,8eaaedc9,cv_8eaaedc9,(306)807-1596x9664,5528975161,1993,AI/ML,Ireland,British,222922a2,c3d97f8f,2024-10-17,2025-02-15,2016,2017,False,Associate Data Scientist,Progression based on delivery impact.
Associate Data Engineer,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_be73b7c6,be73b7c6,cv_be73b7c6,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,7969e558,738d971b,2025-05-05,2025-01-30,2016,2017,True,Associate Data Engineer,Progression based on delivery impact.
Consultant Data Engineer,int:Linda Wolfe,int:Consultant Data Engineer,linda.wolfe@example.com,lindawolfe,ext_be73b7c6,be73b7c6,cv_be73b7c6,001-468-316-4535,418.383.5523x12432,1970,Data Engineering,Spain,Swedish,b4dec433,57b2f71d,2025-01-06,2024-08-06,2017,2018,True,Consultant Data Engineer,Progression based on delivery impact.
Consultant ML Engineer,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_438b7d62,438b7d62,cv_438b7d62,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,a509a77c,229782db,2024-09-19,2025-07-16,2018,2019,False,Consultant ML Engineer,Progression based on delivery impact.
Senior ML Engineer,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_438b7d62,438b7d62,cv_438b7d62,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,c7dec0b6,74dc48f1,2024-07-06,2024-12-15,2019,2020,False,Senior ML Engineer,Progression based on delivery impact.
Principal ML Engineer,int:Matthew Moore,int:Principal ML Engineer,matthew.moore@example.org,matthewmoore,ext_438b7d62,438b7d62,cv_438b7d62,(777)499-7995,917.974.4905x814,1975,AI/ML,India,Swedish,e00b6df5,9b850f95,2025-03-05,2024-03-27,2020,2021,False,Principal ML Engineer,Progression based on delivery impact.
Associate C# Developer,int:Susan Rogers,int:Consultant C# Developer,susan.rogers@example.org,susanrogers,ext_a01c407b,a01c407b,cv_a01c407b,8059411998,001-480-279-3597,1977,Software Engineering,Australia,Danish,f920ca9c,418237d3,2023-12-13,2024-04-10,2017,2018,True,Associate C# Developer,Progression based on delivery impact.
Consultant C# Developer,int:Susan Rogers,int:Consultant C# Developer,susan.rogers@example.org,susanrogers,ext_a01c407b,a01c407b,cv_a01c407b,8059411998,001-480-279-3597,1977,Software Engineering,Australia,Danish,2aa03eca,2b49f1cc,2025-08-11,2025-02-17,2018,2019,True,Consultant C# Developer,Progression based on delivery impact.
Consultant Solution Architect,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_e8d99f80,e8d99f80,cv_e8d99f80,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,f8cddd11,463bc8a4,2024-07-30,2024-12-08,2020,2021,True,Consultant Solution Architect,Progression based on delivery impact.
Senior Solution Architect,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_e8d99f80,e8d99f80,cv_e8d99f80,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,a0ac2463,8e7ddc9f,2025-11-08,2025-06-01,2021,2022,True,Senior Solution Architect,Progression based on delivery impact.
Principal Solution Architect,int:Christopher Davis,int:Principal Solution Architect,christopher.davis@example.com,christopherdavis,ext_e8d99f80,e8d99f80,cv_e8d99f80,415.718.2037x788,(846)665-9051x518,1998,Architecture,Ireland,Swedish,34c87fe5,33205651,2024-06-20,2025-05-13,2022,2023,False,Principal Solution Architect,Progression based on delivery impact.
Associate Cloud Architect,int:Melanie Munoz,int:Senior Cloud Architect,melanie.munoz@example.org,melaniemunoz,ext_44676ca2,44676ca2,cv_44676ca2,392-651-9254x629,+1-265-728-1685,1970,Architecture,Spain,Danish,587da828,f251dce6,2025-01-14,2024-08-15,2017,2018,True,Associate Cloud Architect,Progression based on delivery impact.
Consultant Cloud Architect,int:Melanie Munoz,int:Senior Cloud Architect,melanie.munoz@example.org,melaniemunoz,ext_44676ca2,44676ca2,cv_44676ca2,392-651-9254x629,+1-265-728-1685,1970,Architecture,Spain,Danish,846d39f5,8e89013d,2024-09-08,2024-08-25,2018,2019,False,Consultant Cloud Architect,Progression based on delivery impact.
Senior Cloud Architect,int:Melanie Munoz,int:Senior Cloud Architect,melanie.munoz@example.org,melaniemunoz,ext_44676ca2,44676ca2,cv_44676ca2,392-651-9254x629,+1-265-728-1685,1970,Architecture,Spain,Danish,ef37b442,08d6fd71,2025-07-26,2024-08-29,2019,2020,False,Senior Cloud Architect,Progression based on delivery impact.
Associate Data Architect,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_e899c10b,e899c10b,cv_e899c10b,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,9f933870,748570e3,2024-01-23,2024-05-02,2019,2020,False,Associate Data Architect,
Consultant Data Architect,int:Lindsay Blair,int:Consultant Data Architect,lindsay.blair@example.com,lindsayblair,ext_e899c10b,e899c10b,cv_e899c10b,223-757-3322x1418,001-592-996-2229x27065,1980,Architecture,Australia,Norwegian,284a7cf6,df5ca3fc,2024-06-29,2024-08-02,2020,2021,False,Consultant Data Architect,
Associate Project Manager,int:Amanda Dudley,int:Senior Project Manager,amanda.dudley@mail.test,amandadudley,ext_f1fd400b,f1fd400b,cv_f1fd400b,+1-947-638-3473x597,001-368-386-2392x40758,1975,Delivery Management,United Kingdom,Polish,f5e79393,c088894d,2024-06-27,2025-02-26,2019,2020,True,Associate Project Manager,Progression based on delivery impact.
Consultant Project Manager,int:Amanda Dudley,int:Senior Project Manager,amanda.dudley@mail.test,amandadudley,ext_f1fd400b,f1fd400b,cv_f1fd400b,+1-947-638-3473x597,001-368-386-2392x40758,1975,Delivery Management,United Kingdom,Polish,4e3a98bb,0e89e1b5,2024-12-14,2024-09-01,2020,2021,False,Consultant Project Manager,Progression based on delivery impact.
Senior Project Manager,int:Amanda Dudley,int:Senior Project Manager,amanda.dudley@mail.test,amandadudley,ext_f1fd400b,f1fd400b,cv_f1fd400b,+1-947-638-3473x597,001-368-386-2392x40758,1975,Delivery Management,United Kingdom,Polish,6b6150db,3887a6b5,2024-02-22,2024-05-03,2021,2022,False,Senior Project Manager,Progression based on delivery impact.
Consultant Python Developer,int:Nicholas Arnold,int:Principal Python Developer,nicholas.arnold@mail.test,nicholasarnold,ext_0a463344,0a463344,cv_0a463344,812-247-8261x3750,(485)236-1530x5152,1973,Data Engineering,India,British,85583a04,b780e004,2025-11-03,2024-05-16,2019,2020,True,Consultant Python Developer,Progression based on delivery impact.
Senior Python Developer,int:Nicholas Arnold,int:Principal Python Developer,nicholas.arnold@mail.test,nicholasarnold,ext_0a463344,0a463344,cv_0a463344,812-247-8261x3750,(485)236-1530x5152,1973,Data Engineering,India,British,be58df55,28dc8e71,2023-12-12,2025-09-26,2020,2021,False,Senior Python Developer,Progression based on delivery impact.
Principal Python Developer,int:Nicholas Arnold,int:Principal Python Developer,nicholas.arnold@mail.test,nicholasarnold,ext_0a463344,0a463344,cv_0a463344,812-247-8261x3750,(485)236-1530x5152,1973,Data Engineering,India,British,366557d9,230e81f7,2024-10-19,2025-07-12,2021,2022,True,Principal Python Developer,Progression based on delivery impact.
Associate Frontend Engineer,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_390cea4f,390cea4f,cv_390cea4f,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,0d693ec9,faeb5635,2023-12-12,2024-10-07,2016,2017,True,Associate Frontend Engineer,Progression based on delivery impact.
Consultant Frontend Engineer,int:Maria Montgomery,int:Consultant Frontend Engineer,maria.montgomery@example.org,mariamontgomery,ext_390cea4f,390cea4f,cv_390cea4f,872-377-9010x4328,001-243-541-0369x71179,1996,Software Engineering,Australia,British,11833988,63f36e3b,2025-07-08,2025-02-26,2017,2018,True,Consultant Frontend Engineer,Progression based on delivery impact.
Associate .NET Engineer,int:Michelle Ray,int:Associate .NET Engineer,michelle.ray@example.org,michelleray,ext_7f1a4c90,7f1a4c90,cv_7f1a4c90,001-724-360-9539x621,388.788.0670x65405,1977,Software Engineering,Ireland,British,9638624c,8d3377b4,2024-09-29,2024-09-21,2018,2019,False,Associate .NET Engineer,Progression based on delivery impact.
Associate Frontend Engineer,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_2ca45ebf,2ca45ebf,cv_2ca45ebf,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,169759d5,c51372e1,2024-05-05,2025-06-22,2020,2021,True,Associate Frontend Engineer,Progression based on delivery impact.
Consultant Frontend Engineer,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_2ca45ebf,2ca45ebf,cv_2ca45ebf,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,f5f1ee6d,53bc93e8,2025-05-23,2024-09-09,2021,2022,True,Consultant Frontend Engineer,Progression based on delivery impact.
Senior Frontend Engineer,int:Janet Williams,int:Senior Frontend Engineer,janet.williams@example.com,janetwilliams,ext_2ca45ebf,2ca45ebf,cv_2ca45ebf,419.952.0585,001-772-621-7043x030,1991,Software Engineering,United Kingdom,Swedish,651aaf41,c991e85f,2024-08-09,2024-09-11,2022,2023,False,Senior Frontend Engineer,
Consultant Databricks Engineer,int:Jeremy Roberts,int:Principal Databricks Engineer,jeremy.roberts@mail.test,jeremyroberts,ext_06c54c32,06c54c32,cv_06c54c32,868.874.0345x05415,001-876-452-7758x4161,1975,Data Engineering,United Kingdom,Swedish,57dbacef,0a9e2d3b,2024-03-21,2024-02-16,2021,2022,False,Consultant Databricks Engineer,Progression based on delivery impact.
Senior Databricks Engineer,int:Jeremy Roberts,int:Principal Databricks Engineer,jeremy.roberts@mail.test,jeremyroberts,ext_06c54c32,06c54c32,cv_06c54c32,868.874.0345x05415,001-876-452-7758x4161,1975,Data Engineering,United Kingdom,Swedish,563a8adb,f2ab33d0,2025-06-14,2024-12-01,2022,2023,False,Senior Databricks Engineer,Progression based on delivery impact.
Principal Databricks Engineer,int:Jeremy Roberts,int:Principal Databricks Engineer,jeremy.roberts@mail.test,jeremyroberts,ext_06c54c32,06c54c32,cv_06c54c32,868.874.0345x05415,001-876-452-7758x4161,1975,Data Engineering,United Kingdom,Swedish,0e404ea2,9aa224aa,2024-02-12,2025-10-19,2023,2024,False,Principal Databricks Engineer,Progression based on delivery impact.
Associate Analytics Engineer,int:Christopher Hall,int:Senior Analytics Engineer,christopher.hall@example.com,christopherhall,ext_45be8128,45be8128,cv_45be8128,+1-845-411-5447,001-775-470-5964x016,1973,Data Engineering,Australia,Swedish,63ca7186,a7c233bb,2025-02-26,2025-04-28,2020,2021,True,Associate Analytics Engineer,Progression based on delivery impact.
Consultant Analytics Engineer,int:Christopher Hall,int:Senior Analytics Engineer,christopher.hall@example.com,christopherhall,ext_45be8128,45be8128,cv_45be8128,+1-845-411-5447,001-775-470-5964x016,1973,Data Engineering,Australia,Swedish,be9a92de,d24cf47b,2024-07-14,2024-12-28,2021,2022,True,Consultant Analytics Engineer,Progression based on delivery impact.
Senior Analytics Engineer,int:Christopher Hall,int:Senior Analytics Engineer,christopher.hall@example.com,christopherhall,ext_45be8128,45be8128,cv_45be8128,+1-845-411-5447,001-775-470-5964x016,1973,Data Engineering,Australia,Swedish,36a484e2,12c7f9c1,2023-12-23,2024-02-16,2022,2023,True,Senior Analytics Engineer,
Associate Data Platform Engineer,int:Craig Ramirez,int:Senior Data Platform Engineer,craig.ramirez@mail.test,craigramirez,ext_13fc2325,13fc2325,cv_13fc2325,7298702135,001-409-727-5571,1975,Data Engineering,Spain,Swedish,02820cb6,a2dc9cb1,2025-05-01,2025-08-01,2018,2019,True,Associate Data Platform Engineer,Progression based on delivery impact.
Consultant Data Platform Engineer,int:Craig Ramirez,int:Senior Data Platform Engineer,craig.ramirez@mail.test,craigramirez,ext_13fc2325,13fc2325,cv_13fc2325,7298702135,001-409-727-5571,1975,Data Engineering,Spain,Swedish,a49d7efe,9c277e50,2025-10-09,2024-09-14,2019,2020,False,Consultant Data Platform Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Craig Ramirez,int:Senior Data Platform Engineer,craig.ramirez@mail.test,craigramirez,ext_13fc2325,13fc2325,cv_13fc2325,7298702135,001-409-727-5571,1975,Data Engineering,Spain,Swedish,8120b8ad,d3d9663f,2023-12-20,2024-09-04,2020,2021,False,Senior Data Platform Engineer,Progression based on delivery impact.
Senior Enterprise Architect,int:Cynthia Diaz,int:Lead Enterprise Architect,cynthia.diaz@mail.test,cynthiadiaz,ext_b2ae8058,b2ae8058,cv_b2ae8058,(654)931-0278x6814,494.973.1217,1998,Architecture,United Kingdom,British,e70f4b17,2a66c60b,2024-08-12,2025-07-19,2021,2022,False,Senior Enterprise Architect,Progression based on delivery impact.
Principal Enterprise Architect,int:Cynthia Diaz,int:Lead Enterprise Architect,cynthia.diaz@mail.test,cynthiadiaz,ext_b2ae8058,b2ae8058,cv_b2ae8058,(654)931-0278x6814,494.973.1217,1998,Architecture,United Kingdom,British,1236e2b5,df6706dc,2024-05-13,2025-10-05,2022,2023,False,Principal Enterprise Architect,Progression based on delivery impact.
Lead Enterprise Architect,int:Cynthia Diaz,int:Lead Enterprise Architect,cynthia.diaz@mail.test,cynthiadiaz,ext_b2ae8058,b2ae8058,cv_b2ae8058,(654)931-0278x6814,494.973.1217,1998,Architecture,United Kingdom,British,9a79d8fc,0167145f,2025-10-02,2025-02-24,2023,2024,True,Lead Enterprise Architect,Progression based on delivery impact.
Associate Data Architect,int:Mitchell Clark,int:Senior Data Architect,mitchell.clark@example.org,mitchellclark,ext_692d1d52,692d1d52,cv_692d1d52,455-718-8442,431.332.3705x89578,1995,Architecture,Ireland,Danish,8da759a3,1aafa36e,2025-02-18,2025-08-03,2016,2017,True,Associate Data Architect,Progression based on delivery impact.
Consultant Data Architect,int:Mitchell Clark,int:Senior Data Architect,mitchell.clark@example.org,mitchellclark,ext_692d1d52,692d1d52,cv_692d1d52,455-718-8442,431.332.3705x89578,1995,Architecture,Ireland,Danish,75c9ea1d,e88cd9db,2024-12-17,2024-08-27,2017,2018,False,Consultant Data Architect,Progression based on delivery impact.
Senior Data Architect,int:Mitchell Clark,int:Senior Data Architect,mitchell.clark@example.org,mitchellclark,ext_692d1d52,692d1d52,cv_692d1d52,455-718-8442,431.332.3705x89578,1995,Architecture,Ireland,Danish,015f85bc,bfa1672d,2025-10-23,2024-10-05,2018,2019,False,Senior Data Architect,Progression based on delivery impact.
Associate AWS Engineer,int:Joseph Zuniga,int:Senior AWS Engineer,joseph.zuniga@example.com,josephzuniga,ext_f71e85f3,f71e85f3,cv_f71e85f3,446-778-6691,+1-217-378-5289x2268,1980,Cloud Engineering,India,Polish,ef369493,d6a58000,2025-02-12,2024-04-16,2019,2020,False,Associate AWS Engineer,Progression based on delivery impact.
Consultant AWS Engineer,int:Joseph Zuniga,int:Senior AWS Engineer,joseph.zuniga@example.com,josephzuniga,ext_f71e85f3,f71e85f3,cv_f71e85f3,446-778-6691,+1-217-378-5289x2268,1980,Cloud Engineering,India,Polish,93a0e2b7,8f874b65,2025-09-28,2025-04-20,2020,2021,False,Consultant AWS Engineer,Progression based on delivery impact.
Senior AWS Engineer,int:Joseph Zuniga,int:Senior AWS Engineer,joseph.zuniga@example.com,josephzuniga,ext_f71e85f3,f71e85f3,cv_f71e85f3,446-778-6691,+1-217-378-5289x2268,1980,Cloud Engineering,India,Polish,4afbf5ee,716eaf37,2024-10-28,2024-08-31,2021,2022,False,Senior AWS Engineer,Progression based on delivery impact.
Associate Full-stack Engineer,int:Deborah Lynch,int:Senior Full-stack Engineer,deborah.lynch@mail.test,deborahlynch,ext_b0ec21df,b0ec21df,cv_b0ec21df,624.422.5358x41438,+1-749-281-8299x2299,1970,Software Engineering,Spain,Swedish,41e8dbd9,98ad1603,2025-08-31,2024-07-22,2016,2017,True,Associate Full-stack Engineer,Progression based on delivery impact.
Consultant Full-stack Engineer,int:Deborah Lynch,int:Senior Full-stack Engineer,deborah.lynch@mail.test,deborahlynch,ext_b0ec21df,b0ec21df,cv_b0ec21df,624.422.5358x41438,+1-749-281-8299x2299,1970,Software Engineering,Spain,Swedish,53a94f1a,3c7e95e4,2024-09-27,2023-12-07,2017,2018,True,Consultant Full-stack Engineer,Progression based on delivery impact.
Senior Full-stack Engineer,int:Deborah Lynch,int:Senior Full-stack Engineer,deborah.lynch@mail.test,deborahlynch,ext_b0ec21df,b0ec21df,cv_b0ec21df,624.422.5358x41438,+1-749-281-8299x2299,1970,Software Engineering,Spain,Swedish,0f24be38,15be5da8,2024-08-22,2025-07-11,2018,2019,False,Senior Full-stack Engineer,Progression based on delivery impact.
Consultant Backend Engineer,int:George Daniel,int:Principal Backend Engineer,george.daniel@example.org,georgedaniel,ext_2c5c68bf,2c5c68bf,cv_2c5c68bf,2109943969,+1-884-947-3647x1027,1983,Software Engineering,Spain,Norwegian,fa391cad,a5a995bd,2025-05-30,2023-11-26,2016,2017,False,Consultant Backend Engineer,Progression based on delivery impact.
Senior Backend Engineer,int:George Daniel,int:Principal Backend Engineer,george.daniel@example.org,georgedaniel,ext_2c5c68bf,2c5c68bf,cv_2c5c68bf,2109943969,+1-884-947-3647x1027,1983,Software Engineering,Spain,Norwegian,985deb6e,bc871b78,2025-09-30,2024-08-26,2017,2018,True,Senior Backend Engineer,Progression based on delivery impact.
Principal Backend Engineer,int:George Daniel,int:Principal Backend Engineer,george.daniel@example.org,georgedaniel,ext_2c5c68bf,2c5c68bf,cv_2c5c68bf,2109943969,+1-884-947-3647x1027,1983,Software Engineering,Spain,Norwegian,49185b62,a59a0338,2024-09-26,2024-05-15,2018,2019,True,Principal Backend Engineer,Progression based on delivery impact.
Senior DDC Engineering,int:Frank Gray,int:Director of DDC Engineering,frank.gray@example.com,frankgray,ext_6e16f1c6,6e16f1c6,cv_6e16f1c6,335.792.5556x258,671.847.3210,1990,Director of DDC Engineering,Ireland,Swedish,c6b20bf9,0c19c9f3,2025-09-20,2024-01-28,2020,2021,True,Senior DDC Engineering,Progression based on delivery impact.
Principal DDC Engineering,int:Frank Gray,int:Director of DDC Engineering,frank.gray@example.com,frankgray,ext_6e16f1c6,6e16f1c6,cv_6e16f1c6,335.792.5556x258,671.847.3210,1990,Director of DDC Engineering,Ireland,Swedish,bb1ac3f0,e075618c,2025-01-04,2025-08-30,2021,2022,False,Principal DDC Engineering,Progression based on delivery impact.
Lead DDC Engineering,int:Frank Gray,int:Director of DDC Engineering,frank.gray@example.com,frankgray,ext_6e16f1c6,6e16f1c6,cv_6e16f1c6,335.792.5556x258,671.847.3210,1990,Director of DDC Engineering,Ireland,Swedish,edc3b5f0,fbf043ad,2024-01-05,2024-10-18,2022,2023,False,Lead DDC Engineering,Progression based on delivery impact.
Head of DDC Engineering,int:Frank Gray,int:Director of DDC Engineering,frank.gray@example.com,frankgray,ext_6e16f1c6,6e16f1c6,cv_6e16f1c6,335.792.5556x258,671.847.3210,1990,Director of DDC Engineering,Ireland,Swedish,3f48b322,792e8a65,2025-05-25,2025-10-05,2023,2024,False,Head of DDC Engineering,Progression based on delivery impact.
